chr	window_idx	bp	boundary_score
C_gar_LG28	87	847470	0.367167589336764
C_gar_LG28	88	856927	0.255573795259742
C_gar_LG28	89	858977	0.213370535953347
C_gar_LG28	90	866421	0.0940964356802815
C_gar_LG28	91	871953	0.00214641149597145
C_gar_LG28	92	880982	-0.0327625657336722
C_gar_LG28	93	883899	-0.0783392954832253
C_gar_LG28	94	885506	-0.109622134756518
C_gar_LG28	95	888084	-0.232803007309611
C_gar_LG28	96	893188	-0.199312700158681
C_gar_LG28	97	898655	-0.282877334336943
C_gar_LG28	98	902347	-0.339625453447517
C_gar_LG28	99	905725	-0.43305108991283
C_gar_LG28	100	910864	-0.461789105652694
C_gar_LG28	101	913980	-0.43305108991283
C_gar_LG28	102	917281	-0.304379101001503
C_gar_LG28	103	922853	-0.127881347079868
C_gar_LG28	104	925202	0.105622140703231
C_gar_LG28	105	930285	0.612884573294581
C_gar_LG28	106	935025	0.821136149347387
C_gar_LG28	107	941883	1.38215042536726
C_gar_LG28	108	947496	1.49345250893873
C_gar_LG28	109	952842	1.55690647477132
C_gar_LG28	110	955967	1.51833496163633
C_gar_LG28	111	958222	1.42279709983756
C_gar_LG28	112	966103	1.22385575294847
C_gar_LG28	113	1023834	0.511219349735781
C_gar_LG28	114	1119255	0.242450926093281
C_gar_LG28	115	1122517	0.264114579842712
C_gar_LG28	116	1126220	0.560352350799404
C_gar_LG28	117	1147526	1.23435697159683
C_gar_LG28	118	1148656	1.56887023438402
C_gar_LG28	119	1155467	1.5684318952439
C_gar_LG28	120	1157560	1.61013572738715
C_gar_LG28	121	1182402	1.61013572738715
C_gar_LG28	122	1191948	1.52367185301134
C_gar_LG28	123	1192961	1.31584965733155
C_gar_LG28	124	1194219	0.425031126024215
C_gar_LG28	125	1195300	0.106329937881821
C_gar_LG28	126	1207751	-0.13861937313837
C_gar_LG28	127	1209089	-0.335894124762573
C_gar_LG28	128	1214343	-0.335894124762573
C_gar_LG28	129	1215726	-0.514890110476733
C_gar_LG28	130	1223390	-0.574550284929306
C_gar_LG28	131	1293122	-0.407029655043113
C_gar_LG28	132	1295803	-0.225662563192052
C_gar_LG28	133	1301001	-0.200793098142453
C_gar_LG28	134	1306775	0.00304833899473433
C_gar_LG28	135	1309971	-0.0423292634343774
C_gar_LG28	136	1321996	-0.235929597480075
C_gar_LG28	137	1324384	-0.266409733042516
C_gar_LG28	138	1328793	-0.295365742368721
C_gar_LG28	139	1331794	-0.385670575960812
C_gar_LG28	140	1339600	-0.290361652857449
C_gar_LG28	141	1343958	-0.162717534717107
C_gar_LG28	142	1347827	0.0517232861344647
C_gar_LG28	143	1350176	0.291129868007093
C_gar_LG28	144	1357838	0.394985743866301
C_gar_LG28	145	1363335	0.418880634741594
C_gar_LG28	146	1366353	0.394985743866301
C_gar_LG28	147	1373617	0.425871444904239
C_gar_LG28	148	1383697	0.505387440746252
C_gar_LG28	149	1403259	0.80893505739273
C_gar_LG28	150	1408473	0.80893505739273
C_gar_LG28	151	1411747	0.817282147959968
C_gar_LG28	152	1413290	0.71424598522162
C_gar_LG28	153	1427585	0.195586878288669
C_gar_LG28	154	1436572	0.0958661070198765
C_gar_LG28	155	1442109	0.0228793179961846
C_gar_LG28	156	1448451	-0.00823778000857787
C_gar_LG28	157	1450895	-0.0718534883286522
C_gar_LG28	158	1458054	0.0989966633496911
C_gar_LG28	159	1475257	1.02491462226305
C_gar_LG28	160	1484191	0.85107204650768
C_gar_LG28	161	1497736	0.830534994286733
C_gar_LG28	162	1501343	0.235129301181333
C_gar_LG28	163	1505905	0.052121057546069
C_gar_LG28	164	1513098	-0.213316738298481
C_gar_LG28	165	1520008	-0.442722988945108
C_gar_LG28	166	1526373	-0.553644352339337
C_gar_LG28	167	1530474	-0.553644352339337
C_gar_LG28	168	1534477	-0.474494694252954
C_gar_LG28	169	1536544	-0.203976569054657
C_gar_LG28	170	1539200	0.0562867900855386
C_gar_LG28	171	1542925	0.401020479773525
C_gar_LG28	172	1546596	0.482964084941307
C_gar_LG28	173	1558628	0.368880806872749
C_gar_LG28	174	1562344	0.278909760719308
C_gar_LG28	175	1567955	0.0108670766250974
C_gar_LG28	176	1571922	-0.098801056479924
C_gar_LG28	177	1574140	-0.143018477186891
C_gar_LG28	178	1575119	-0.143018477186891
C_gar_LG28	179	1578222	-0.061910974738257
C_gar_LG28	180	1585651	0.238458603836315
C_gar_LG28	181	1590618	0.320576752873428
C_gar_LG28	182	1598761	0.30975209270256
C_gar_LG28	183	1603588	0.229170728050318
C_gar_LG28	184	1610472	0.123000880407713
C_gar_LG28	185	1618221	-0.0264256800077653
C_gar_LG28	186	1625001	-0.0874464057064157
C_gar_LG28	187	1632641	-0.130545924818934
C_gar_LG28	188	1636326	-0.348139869730217
C_gar_LG28	189	1643470	-0.36884228764739
C_gar_LG28	190	1651976	-0.36884228764739
C_gar_LG28	191	1661138	-0.336116600493969
C_gar_LG28	192	1664013	-0.210026742168517
C_gar_LG28	193	1670632	-0.126117806905452
C_gar_LG28	194	1673027	-0.143174065125398
C_gar_LG28	195	1681017	-0.108795736680129
C_gar_LG28	196	1682843	-0.0581198042380704
C_gar_LG28	197	1687964	-0.0311868546404848
C_gar_LG28	198	1693377	-0.00283006376842874
C_gar_LG28	199	1695073	0.223235268747592
C_gar_LG28	200	1696800	1.05010541235694
C_gar_LG28	201	1700869	1.0792257918189
C_gar_LG28	202	1703048	1.18296822009972
C_gar_LG28	203	1711635	1.03715974745082
C_gar_LG28	204	1718031	0.509425987802679
C_gar_LG28	205	1731874	0.216010956325413
C_gar_LG28	206	1738110	-0.223269592548605
C_gar_LG28	207	1740673	-0.255897114423297
C_gar_LG28	208	1757108	-0.156128700642361
C_gar_LG28	209	1849312	0.109152278515329
C_gar_LG28	210	1864755	1.12151155039289
C_gar_LG28	211	1873566	1.13814245203493
C_gar_LG28	212	1874622	1.1083113953496
C_gar_LG28	213	1875752	1.08274919933354
C_gar_LG28	214	1877232	0.649739418390025
C_gar_LG28	215	1881150	0.409275989173497
C_gar_LG28	216	1885194	0.0493829911780431
C_gar_LG28	217	1887225	-0.207711461314776
C_gar_LG28	218	1900153	-0.399493105540489
C_gar_LG28	219	1902547	-0.401945968348982
C_gar_LG28	220	1904949	-0.401945968348982
C_gar_LG28	221	1908854	-0.44709016415114
C_gar_LG28	222	1916172	-0.376187948592702
C_gar_LG28	223	1919136	-0.342008679247713
C_gar_LG28	224	1921948	-0.183161201693648
C_gar_LG28	225	1928090	0.10749078085475
C_gar_LG28	226	1931554	0.212982004202313
C_gar_LG28	227	1935963	0.404421703661876
C_gar_LG28	228	1939047	0.425039624321316
C_gar_LG28	229	1941014	0.34980008500836
C_gar_LG28	230	1954943	0.275703056876809
C_gar_LG28	231	1958719	-0.0667666736121143
C_gar_LG28	232	1964590	-0.206221337644445
C_gar_LG28	233	1969592	-0.356438781927347
C_gar_LG28	234	1975531	-0.369008622126191
C_gar_LG28	235	1981573	-0.307869228839412
C_gar_LG28	236	1987436	-0.307869228839412
C_gar_LG28	237	1991708	-0.33022189648658
C_gar_LG28	238	2000598	-0.397047891192705
C_gar_LG28	239	2003796	-0.389265960478119
C_gar_LG28	240	2023588	-0.389265960478119
C_gar_LG28	241	2029890	-0.112237076851036
C_gar_LG28	242	2032206	-0.0254552354744993
C_gar_LG28	243	2037936	-0.022036291305138
C_gar_LG28	244	2051341	0.00699000385580387
C_gar_LG28	245	2062199	0.00707922324887692
C_gar_LG28	246	2068486	-0.0164115968859063
C_gar_LG28	247	2084965	-0.0248390214478125
C_gar_LG28	248	2092466	-0.049708994783798
C_gar_LG28	249	2100748	-0.104924855987178
C_gar_LG28	250	2112071	-0.314794472716821
C_gar_LG28	251	2120710	-0.547896313796882
C_gar_LG28	252	2128478	-0.571778469515583
C_gar_LG28	253	2133647	-0.590769555967836
C_gar_LG28	254	2134634	-0.612681424797971
C_gar_LG28	255	2157133	-0.571778469515583
C_gar_LG28	256	2160756	-0.550936730442442
C_gar_LG28	257	2169887	-0.550936730442442
C_gar_LG28	258	2179569	-0.508074433744612
C_gar_LG28	259	2190240	-0.465744835059407
C_gar_LG28	260	2195170	-0.526539816350597
C_gar_LG28	261	2205346	-0.583448502832944
C_gar_LG28	262	2210383	-0.616002605380192
C_gar_LG28	263	2213766	-0.654685548359207
C_gar_LG28	264	2218912	-0.702346549549092
C_gar_LG28	265	2228215	-0.681272614414785
C_gar_LG28	266	2236487	-0.649223141430822
C_gar_LG28	267	2240237	-0.664603709448483
C_gar_LG28	268	2243399	-0.613746750009795
C_gar_LG28	269	2246155	-0.597337614506059
C_gar_LG28	270	2250198	-0.573097790621213
C_gar_LG28	271	2253592	-0.554182385942407
C_gar_LG28	272	2260488	-0.546118292283038
C_gar_LG28	273	2265167	-0.535557445009383
C_gar_LG28	274	2269893	-0.482614833487912
C_gar_LG28	275	2274664	-0.439292245749097
C_gar_LG28	276	2278140	-0.215163187862685
C_gar_LG28	277	2287288	-0.151106030383985
C_gar_LG28	278	2291675	-0.161559822321086
C_gar_LG28	279	2294910	-0.256210791752377
C_gar_LG28	280	2301283	-0.329893171919761
C_gar_LG28	281	2304446	-0.441055380157336
C_gar_LG28	282	2311120	-0.451788788401636
C_gar_LG28	283	2313509	-0.438710630560879
C_gar_LG28	284	2318532	-0.461971803261033
C_gar_LG28	285	2322327	-0.464541725364805
C_gar_LG28	286	2324391	-0.443399460711094
C_gar_LG28	287	2327891	-0.43572906750081
C_gar_LG28	288	2332250	-0.43572906750081
C_gar_LG28	289	2336107	-0.472628079718968
C_gar_LG28	290	2340462	-0.347094179815308
C_gar_LG28	291	2342950	-0.339169441088329
C_gar_LG28	292	2346199	-0.260424855207042
C_gar_LG28	293	2351475	-0.13506942469322
C_gar_LG28	294	2357366	-0.062640050001744
C_gar_LG28	295	2366434	-0.050253437077662
C_gar_LG28	296	2372658	-0.0811276250621698
C_gar_LG28	297	2506527	-0.171123057291749
C_gar_LG28	298	2527288	-0.175872076507883
C_gar_LG28	299	2538047	-0.173413146270148
C_gar_LG28	300	2542464	0.00239201427916403
C_gar_LG28	301	2554442	0.0746683485438344
C_gar_LG28	302	2560971	0.202125181505506
C_gar_LG28	303	2566436	0.140149987896695
C_gar_LG28	304	2579362	0.0110443185518961
C_gar_LG28	305	2584186	-0.210082545251491
C_gar_LG28	306	2594936	-0.357498232091302
C_gar_LG28	307	2600092	-0.348026951689115
C_gar_LG28	308	2612786	-0.130660406716537
C_gar_LG28	309	2617085	-0.0547572726131925
C_gar_LG28	310	2621536	0.195182884403298
C_gar_LG28	311	2624304	0.335652745297679
C_gar_LG28	312	2630396	0.607377720864001
C_gar_LG28	313	2633591	0.99780270169256
C_gar_LG28	314	2636307	1.08901062043024
C_gar_LG28	315	2640831	1.14255902567203
C_gar_LG28	316	2645214	0.928983518808206
C_gar_LG28	317	2650808	0.573225655689408
C_gar_LG28	318	2655389	0.104813467969852
C_gar_LG28	319	2657890	-0.188160494532319
C_gar_LG28	320	2663638	-0.260129367739027
C_gar_LG28	321	2666185	-0.129288234962377
C_gar_LG28	322	2668642	0.200155165782595
C_gar_LG28	323	2669990	0.301914580343734
C_gar_LG28	324	2678114	0.498944239678063
C_gar_LG28	325	2680767	0.606494924067165
C_gar_LG28	326	2683830	0.649010876859902
C_gar_LG28	327	2687536	0.608559789332906
C_gar_LG28	328	2689450	0.381902623221891
C_gar_LG28	329	2726196	0.285541760527147
C_gar_LG28	330	2733461	0.131393010077651
C_gar_LG28	331	2739801	0.0182265113131608
C_gar_LG28	332	2748338	0.0649469362525183
C_gar_LG28	333	2752164	0.0844603869214055
C_gar_LG28	334	2753954	0.0630228176174797
C_gar_LG28	335	2758093	-0.0553623888343126
C_gar_LG28	336	2759376	-0.129185908394754
C_gar_LG28	337	2761219	-0.183146468111058
C_gar_LG28	338	2765062	-0.364522803693934
C_gar_LG28	339	2767525	-0.40021435451412
C_gar_LG28	340	2774893	-0.490551224119834
C_gar_LG28	341	2777713	-0.518040331650318
C_gar_LG28	342	2781315	-0.499722848687421
C_gar_LG28	343	2785182	-0.335755019486613
C_gar_LG28	344	2788563	-0.126459017678958
C_gar_LG28	345	2792685	-0.0527435835953372
C_gar_LG28	346	2795142	-0.0891948799119267
C_gar_LG28	347	2800435	-0.200017141098547
C_gar_LG28	348	2803782	-0.312074689688557
C_gar_LG28	349	2809340	-0.490560906157015
C_gar_LG28	350	2813836	-0.4907036272494
C_gar_LG28	351	2815420	-0.477830959745384
C_gar_LG28	352	2817762	-0.451144871953079
C_gar_LG28	353	2821320	-0.411946170069898
C_gar_LG28	354	2827265	-0.390147280022369
C_gar_LG28	355	2832456	-0.40505325733422
C_gar_LG28	356	2839122	-0.406952268333185
C_gar_LG28	357	2843867	-0.451409694303196
C_gar_LG28	358	2850762	-0.629339438144915
C_gar_LG28	359	2853874	-0.658177325722852
C_gar_LG28	360	2856959	-0.650793090956001
C_gar_LG28	361	2861557	-0.615174207063401
C_gar_LG28	362	2870602	-0.550271426840202
C_gar_LG28	363	2877064	-0.527979160716508
C_gar_LG28	364	2880319	-0.458095665827495
C_gar_LG28	365	2884852	-0.439108863766368
C_gar_LG28	366	2888876	-0.445704435487051
C_gar_LG28	367	2890200	-0.446579346048564
C_gar_LG28	368	2892908	-0.561732772436774
C_gar_LG28	369	2894555	-0.606182481304671
C_gar_LG28	370	2900643	-0.613304372002374
C_gar_LG28	371	2906513	-0.607728495986614
C_gar_LG28	372	2911800	-0.607728495986614
C_gar_LG28	373	2914203	-0.611669857151699
C_gar_LG28	374	2919544	-0.631978916450959
C_gar_LG28	375	2922874	-0.632098850304878
C_gar_LG28	376	2927790	-0.632098850304878
C_gar_LG28	377	2932295	-0.640593456776118
C_gar_LG28	378	2937125	-0.639389784256836
C_gar_LG28	379	2945530	-0.639389784256836
C_gar_LG28	380	2951427	-0.597523071732536
C_gar_LG28	381	2956087	-0.589156934799102
C_gar_LG28	382	2958939	-0.572162795094162
C_gar_LG28	383	2962133	-0.49596443861344
C_gar_LG28	384	2964035	-0.38685195548419
C_gar_LG28	385	2966901	0.476820355233571
C_gar_LG28	386	2973831	0.504921351029024
C_gar_LG28	387	2979912	0.653805819443361
C_gar_LG28	388	2988474	-0.157123357552984
C_gar_LG28	389	2991534	-0.424122570733412
C_gar_LG28	390	2994083	-0.483309390240281
C_gar_LG28	391	2997923	-0.489146623228836
C_gar_LG28	392	3002580	-0.477754416374415
C_gar_LG28	393	3006069	-0.274363517973103
C_gar_LG28	394	3009622	-0.133898522054237
C_gar_LG28	395	3013964	0.806118938456557
C_gar_LG28	396	3016234	0.750454976063666
C_gar_LG28	397	3019679	0.721663972235884
C_gar_LG28	398	3023517	-0.0307362808739245
C_gar_LG28	399	3025796	-0.263033351241384
C_gar_LG28	400	3035286	-0.387242077026394
C_gar_LG28	401	3041815	-0.510767787873903
C_gar_LG28	402	3044627	-0.534576335793892
C_gar_LG28	403	3049553	-0.534576335793892
C_gar_LG28	404	3053426	-0.548939539257027
C_gar_LG28	405	3056310	-0.533734448817372
C_gar_LG28	406	3059266	-0.565863173780594
C_gar_LG28	407	3064558	-0.546828857126799
C_gar_LG28	408	3069989	-0.592517098800342
C_gar_LG28	409	3087625	-0.64479665852806
C_gar_LG28	410	3093734	-0.64479665852806
C_gar_LG28	411	3101178	-0.630648926033997
C_gar_LG28	412	3102691	-0.575120605429328
C_gar_LG28	413	3106983	-0.542655873475166
C_gar_LG28	414	3109010	-0.542655873475166
C_gar_LG28	415	3114125	-0.538959472498318
C_gar_LG28	416	3117307	-0.622755998648762
C_gar_LG28	417	3122755	-0.584233863998755
C_gar_LG28	418	3124696	-0.579783001404026
C_gar_LG28	419	3126220	0.0802112702789102
C_gar_LG28	420	3131071	0.338745128839129
C_gar_LG28	421	3135128	0.441012237288468
C_gar_LG28	422	3138010	0.451644407626903
C_gar_LG28	423	3145119	0.354877168437179
C_gar_LG28	424	3152940	0.340751863573008
C_gar_LG28	425	3160745	-0.455793491103168
C_gar_LG28	426	3163468	-0.509232106564815
C_gar_LG28	427	3166741	-0.522518253394123
C_gar_LG28	428	3173081	-0.522518253394123
C_gar_LG28	429	3176094	0.212127108388565
C_gar_LG28	430	3183933	0.283383653552257
C_gar_LG28	431	3188472	0.43578439023014
C_gar_LG28	432	3200161	0.424337691222439
C_gar_LG28	433	3203009	0.304494006544939
C_gar_LG28	434	3206042	0.177787134259479
C_gar_LG28	435	3214877	-0.564094800474822
C_gar_LG28	436	3219886	-0.564094800474822
C_gar_LG28	437	3223109	-0.538262776801633
C_gar_LG28	438	3230312	-0.362817165716211
C_gar_LG28	439	3237214	-0.251892982258237
C_gar_LG28	440	3243114	-0.202791594264387
C_gar_LG28	441	3246590	-0.15209653859851
C_gar_LG28	442	3259313	-0.424392843723736
C_gar_LG28	443	3263165	-0.523648088206464
C_gar_LG28	444	3266444	-0.523648088206464
C_gar_LG28	445	3271544	-0.382025571676177
C_gar_LG28	446	3274729	-0.312831120802596
C_gar_LG28	447	3278596	-0.281402979688818
C_gar_LG28	448	3283714	-0.199382057650594
C_gar_LG28	449	3287527	-0.173903224305143
C_gar_LG28	450	3288937	-0.216788105264247
C_gar_LG28	451	3293735	-0.271951484178309
C_gar_LG28	452	3297177	-0.406684494235036
C_gar_LG28	453	3301013	-0.491436800740937
C_gar_LG28	454	3304484	-0.562831062826049
C_gar_LG28	455	3307924	-0.56876425981149
C_gar_LG28	456	3315540	-0.560455196356236
C_gar_LG28	457	3318804	-0.550172139289421
C_gar_LG28	458	3324272	-0.515611805300219
C_gar_LG28	459	3330190	-0.52975126619895
C_gar_LG28	460	3332459	-0.636673792161017
C_gar_LG28	461	3337007	-0.648815198709994
C_gar_LG28	462	3343100	-0.607232655356323
C_gar_LG28	463	3344413	-0.505911058756063
C_gar_LG28	464	3345814	-0.446426995425406
C_gar_LG28	465	3352201	-0.407118998624111
C_gar_LG28	466	3358796	-0.361941574950345
C_gar_LG28	467	3363481	0.050249836870601
C_gar_LG28	468	3366561	0.494908716514491
C_gar_LG28	469	3370189	0.706704165809676
C_gar_LG28	470	3374451	0.902787090769575
C_gar_LG28	471	3376337	0.964104697532039
C_gar_LG28	472	3379088	1.07130040485973
C_gar_LG28	473	3386175	1.19416772142622
C_gar_LG28	474	3391295	1.27386145313425
C_gar_LG28	475	3395601	1.25867437054437
C_gar_LG28	476	3398221	1.2500944751081
C_gar_LG28	477	3401550	1.11180758730608
C_gar_LG28	478	3407381	1.10857032212331
C_gar_LG28	479	3412368	1.01284786007733
C_gar_LG28	480	3418192	0.850218215300522
C_gar_LG28	481	3419756	0.346023965183871
C_gar_LG28	482	3423017	-0.0092704060410686
C_gar_LG28	483	3428473	-0.318570454621371
C_gar_LG28	484	3432097	-0.238058086835132
C_gar_LG28	485	3436797	-0.085898200156369
C_gar_LG28	486	3441172	0.0357094455955911
C_gar_LG28	487	3443776	0.0237426438858875
C_gar_LG28	488	3445962	-0.441910778121004
C_gar_LG28	489	3449205	-0.445724701563578
C_gar_LG28	490	3453394	-0.431697015161477
C_gar_LG28	491	3455963	-0.335755563063184
C_gar_LG28	492	3459625	-0.232617180126734
C_gar_LG28	493	3465204	0.305687571490489
C_gar_LG28	494	3469561	0.448795297579764
C_gar_LG28	495	3475284	0.595138420775802
C_gar_LG28	496	3477957	0.609927220998686
C_gar_LG28	497	3480868	0.453156967931953
C_gar_LG28	498	3483807	0.00509913688547873
C_gar_LG28	499	3495161	-0.186663403595826
C_gar_LG28	500	3500829	-0.39832896981274
C_gar_LG28	501	3504514	-0.490898096359234
C_gar_LG28	502	3507033	-0.490898096359234
C_gar_LG28	503	3512224	-0.496292749495287
C_gar_LG28	504	3518042	-0.504656299076209
C_gar_LG28	505	3523319	-0.538103755171813
C_gar_LG28	506	3532918	-0.485565506514171
C_gar_LG28	507	3542153	-0.438682685058877
C_gar_LG28	508	3547037	-0.308478029454872
C_gar_LG28	509	3550745	-0.32665408436075
C_gar_LG28	510	3553554	-0.459907775430642
C_gar_LG28	511	3557884	-0.630545496535351
C_gar_LG28	512	3570089	-0.608784546263852
C_gar_LG28	513	3575384	-0.585426538455458
C_gar_LG28	514	3578965	-0.579164330835038
C_gar_LG28	515	3583421	-0.585426538455458
C_gar_LG28	516	3632247	-0.576835392787435
C_gar_LG28	517	3696455	-0.513338369597904
C_gar_LG28	518	3779226	-0.491260536457526
C_gar_LG28	519	3782059	-0.460836835929426
C_gar_LG28	520	3804182	-0.437149371168051
C_gar_LG28	521	3809520	-0.437149371168051
C_gar_LG28	522	3811433	-0.425863842016986
C_gar_LG28	523	3817656	-0.416808892835254
C_gar_LG28	524	3983706	-0.405056972357422
C_gar_LG28	525	3988729	-0.357848237953106
C_gar_LG28	526	3989353	-0.262414804892115
C_gar_LG28	527	3994932	-0.226860244189163
C_gar_LG28	528	3999075	-0.210434891447573
C_gar_LG28	529	4007635	0.0679628548649856
C_gar_LG28	530	4015771	0.188919856885616
C_gar_LG28	531	4020140	0.201076732428297
C_gar_LG28	532	4023132	0.332141368120809
C_gar_LG28	533	4026461	0.479099588691619
C_gar_LG28	534	4033806	0.673350192212098
C_gar_LG28	535	4036566	0.978449357441838
C_gar_LG28	536	4038987	1.20853487061377
C_gar_LG28	537	4041330	1.14494217043684
C_gar_LG28	538	4043539	1.14494217043684
C_gar_LG28	539	4046188	0.850471708777772
C_gar_LG28	540	4051393	0.289159284684251
C_gar_LG28	541	4057784	-0.489393122709084
C_gar_LG28	542	4059786	-0.492494762824531
C_gar_LG28	543	4094593	-0.0355252491617607
C_gar_LG28	544	4104870	0.267239471537595
C_gar_LG28	545	4106512	0.438282116975824
C_gar_LG28	546	4110352	0.492751404278143
C_gar_LG28	547	4322552	0.500698200416259
C_gar_LG28	548	4361248	0.478609538853582
C_gar_LG28	549	4367522	0.478609538853582
C_gar_LG28	550	4402243	0.401571538648544
C_gar_LG28	551	4464839	0.209120702259967
C_gar_LG28	552	4499398	-0.159868755686722
C_gar_LG28	553	4502711	-0.24147314997003
C_gar_LG28	554	4517487	-0.350294228357412
C_gar_LG28	555	4524664	-0.389669045146089
C_gar_LG28	556	4530564	-0.626231705190419
C_gar_LG28	557	4536070	-0.657866864460737
C_gar_LG28	558	4552497	-0.648256417825285
C_gar_LG28	559	4555393	-0.626231705190419
C_gar_LG28	560	4558469	-0.581195952929161
C_gar_LG28	561	4561315	-0.470136852429799
C_gar_LG28	562	4564779	-0.32448599466592
C_gar_LG28	563	4570410	-0.171310038511494
C_gar_LG28	564	4571861	-0.164391435980076
C_gar_LG28	565	4576255	-0.171310038511494
C_gar_LG28	566	4578759	-0.424848943492491
C_gar_LG28	567	4581836	-0.450869447935791
C_gar_LG28	568	4583616	-0.510594612971221
C_gar_LG28	569	4587169	-0.53670701190689
C_gar_LG28	570	4589120	-0.562020401254525
C_gar_LG28	571	4591581	-0.576429687536953
C_gar_LG28	572	4593616	-0.504288095123407
C_gar_LG28	573	4597552	-0.504288095123407
C_gar_LG28	574	4599979	-0.467831568079353
C_gar_LG28	575	4602195	-0.467831568079353
C_gar_LG28	576	4606000	-0.601654061053515
C_gar_LG28	577	4612163	-0.613926307832445
C_gar_LG28	578	4616263	-0.564320140340927
C_gar_LG28	579	4618884	-0.149424821799802
C_gar_LG28	580	4622781	0.125952548225377
C_gar_LG28	581	4626112	0.617830869336777
C_gar_LG28	582	4629029	1.32031500427418
C_gar_LG28	583	4632740	1.40526797947263
C_gar_LG28	584	4635803	1.42573688696242
C_gar_LG28	585	4641175	1.41665632013391
C_gar_LG28	586	4646472	1.03527706795086
C_gar_LG28	587	4649142	0.63052585000793
C_gar_LG28	588	4654152	0.362627834537
C_gar_LG28	589	4656567	0.0388951207753352
C_gar_LG28	590	4660632	-0.0276369605972625
C_gar_LG28	591	4666407	-0.154865645221942
C_gar_LG28	592	4675040	-0.28745467752008
C_gar_LG28	593	4681730	-0.406479009711133
C_gar_LG28	594	4686345	-0.228319631557386
